filename,basename,toolid,toolmode,parser_version,runid,start,duration,exit_code,findings,infos,errors,fails
/root/code/small_dataset/time_manipulation/buggy_29.sol,buggy_29.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689331535.3919058,595.6746804714203,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_3.sol,buggy_3.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689298101.7487867,1.7908806800842285,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe5 in position 1177: ordinal not in range(128))}
/root/code/small_dataset/time_manipulation/buggy_30.sol,buggy_30.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689319447.2663968,1.679380178451538,254,{},{},"{EXIT_CODE_254,Problem while deploying contract ERC777 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_31.sol,buggy_31.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689319599.9883037,1.4396076202392578,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 2467: ordinal not in range(128))}
/root/code/small_dataset/time_manipulation/buggy_32.sol,buggy_32.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689329591.02201,1.2540168762207031,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 125: ordinal not in range(128))}
/root/code/small_dataset/time_manipulation/buggy_33.sol,buggy_33.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689305566.291932,392.0924048423767,254,"{Block_Dependency,Integer_Overflow}",{},"{EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_34.sol,buggy_34.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689318630.2109435,784.9492774009705,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_35.sol,buggy_35.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689300946.9897127,1.392547607421875,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 563: ordinal not in range(128))}
/root/code/small_dataset/time_manipulation/buggy_36.sol,buggy_36.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689301265.7103343,872.7820930480957,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_37.sol,buggy_37.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689305960.172961,1176.9243931770325,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_38.sol,buggy_38.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689318778.1550827,592.8426992893219,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_39.sol,buggy_39.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689330759.573402,1193.0956158638,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_4.sol,buggy_4.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689308135.6932302,1194.0253295898438,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_40.sol,buggy_40.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689319602.0500808,788.1156187057495,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_41.sol,buggy_41.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689318695.7109253,1.3584883213043213,254,{},{},"{EXIT_CODE_254,Problem while deploying contract AO using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_42.sol,buggy_42.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689335798.4377122,391.7734100818634,254,{Block_Dependency},{},"{EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_43.sol,buggy_43.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689310404.1770365,1149.0595984458923,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_44.sol,buggy_44.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689334577.2771778,1146.4912278652191,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_45.sol,buggy_45.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689319594.6596897,1.613502025604248,254,{},{},"{EXIT_CODE_254,Problem while deploying contract StockBet using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_46.sol,buggy_46.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689339118.1002264,1194.2676520347595,0,"{Assertion_Failure,Block_Dependency}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_47.sol,buggy_47.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689314363.8323483,1.455378770828247,254,{},{},"{EXIT_CODE_254,Problem while deploying contract AcunarIEO using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_48.sol,buggy_48.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689325101.4524527,785.9903218746185,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_49.sol,buggy_49.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689329567.2448206,1192.327311515808,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_5.sol,buggy_5.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689300534.8176272,391.7830021381378,254,{Block_Dependency},{},"{EXIT_CODE_254,Problem while deploying contract TTC using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/buggy_50.sol,buggy_50.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689339442.3827093,1195.8970303535461,0,"{Block_Dependency,Integer_Overflow,Leaking_Ether}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_6.sol,buggy_6.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689334602.9131453,1193.370840549469,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_7.sol,buggy_7.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689340667.232827,1195.4535162448883,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_8.sol,buggy_8.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689325888.8513901,1172.5691239833832,0,"{Assertion_Failure,Block_Dependency,Integer_Overflow,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/time_manipulation/buggy_9.sol,buggy_9.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689322463.0089023,291.72144627571106,254,"{Block_Dependency,Integer_Overflow}",{},"{EXIT_CODE_254,Problem while deploying contract TokenERC20 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/ether_lotto.sol,ether_lotto.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689312922.8874645,1191.857079744339,0,"{Assertion_Failure,Block_Dependency,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/time_manipulation/governmental_survey.sol,governmental_survey.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689308877.9254203,591.6736969947815,254,{},{},"{EXIT_CODE_254,Problem while deploying contract Governmental using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/time_manipulation/lottopollo.sol,lottopollo.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689340805.388008,1192.1714177131653,0,{Block_Dependency},{},{},{}
/root/code/small_dataset/time_manipulation/roulette.sol,roulette.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689330005.679991,1191.8240313529968,0,{Block_Dependency},{},{},{}
/root/code/small_dataset/time_manipulation/timed_crowdsale.sol,timed_crowdsale.sol,confuzzius,solidity,2022/12/31,20230714_0128,1689309207.7844536,1196.3092856407166,0,{Block_Dependency},{},{},{}
/root/code/small_dataset/TOD/BitCash.sol,BitCash.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689477030.141397,1.441957950592041,254,{},{},"{EXIT_CODE_254,Problem while deploying contract BitCash using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/CareerOnToken.sol,CareerOnToken.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689444626.9712265,1.453660249710083,254,{},{},"{EXIT_CODE_254,Problem while deploying contract CareerOnToken using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/DocumentSigner.sol,DocumentSigner.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689470665.9860492,1192.0266602039337,0,{Assertion_Failure},{},{},{}
/root/code/small_dataset/TOD/ERC20.sol,ERC20.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689471858.0138235,591.8292927742004,0,{},{},{},{}
/root/code/small_dataset/TOD/ERC223Token.sol,ERC223Token.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689457241.9768999,783.1148672103882,0,{},{},{},{}
/root/code/small_dataset/TOD/FindThisHash.sol,FindThisHash.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689451815.8158102,1192.4012503623962,0,{},{},{},{}
/root/code/small_dataset/TOD/ForTheBlockchain.sol,ForTheBlockchain.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689474323.0721855,783.5537946224213,0,{},{},{},{}
/root/code/small_dataset/TOD/HotDollarsToken.sol,HotDollarsToken.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689457143.291167,1192.7701933383942,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_1.sol,buggy_1.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689469692.0040917,1197.2289590835571,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_10.sol,buggy_10.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689470896.8974972,1195.4105916023254,0,{Assertion_Failure},{},{},{}
/root/code/small_dataset/TOD/buggy_11.sol,buggy_11.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689479855.2177536,788.3916068077087,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_12.sol,buggy_12.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689449817.6376882,787.5957624912262,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_13.sol,buggy_13.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689468670.2234695,1.6098718643188477,254,{},{},"{EXIT_CODE_254,Problem while deploying contract BitCash using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_14.sol,buggy_14.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689458167.8488677,783.6993181705475,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_15.sol,buggy_15.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689443220.4982855,1.4969780445098877,254,{},{},"{EXIT_CODE_254,Problem while deploying contract MD using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_16.sol,buggy_16.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689475691.9595323,799.2457883358002,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_17.sol,buggy_17.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689438182.8422627,292.82329511642456,254,{Assertion_Failure},{},"{EXIT_CODE_254,Problem while deploying contract TokenERC20 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_18.sol,buggy_18.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689467161.8690987,291.9756352901459,254,{},{},"{EXIT_CODE_254,Problem while deploying contract _Yesbuzz using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: Out of gas: Needed 3250800}",{}
/root/code/small_dataset/TOD/buggy_19.sol,buggy_19.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689444685.1996062,791.4711380004883,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/TOD/buggy_2.sol,buggy_2.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689457142.0023446,1.2881615161895752,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe5 in position 2004: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_20.sol,buggy_20.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689480388.7307112,1.8560314178466797,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xc2 in position 110: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_21.sol,buggy_21.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689457138.8042595,1.7556498050689697,254,{},{},"{EXIT_CODE_254,Problem while deploying contract StableDEX using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_22.sol,buggy_22.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689461749.798608,878.3574047088623,0,{Assertion_Failure},{},{},{}
/root/code/small_dataset/TOD/buggy_23.sol,buggy_23.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689479495.0733676,882.1697113513947,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/TOD/buggy_24.sol,buggy_24.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689477016.9615872,3.190716505050659,254,{},{},"{EXIT_CODE_254,Problem while deploying contract FomoFeast using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: Contract code size exceeds EIP170 limit of 24577.  Got code of size: 25653}",{}
/root/code/small_dataset/TOD/buggy_25.sol,buggy_25.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689472783.1708605,1.2811872959136963,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xeb in position 13153: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_26.sol,buggy_26.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689474877.5565116,593.8185300827026,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/TOD/buggy_27.sol,buggy_27.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689443218.6342776,1.8632619380950928,254,{},{},"{EXIT_CODE_254,Problem while deploying contract DanPanCoin using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: Out of gas: Needed 3323000}",{}
/root/code/small_dataset/TOD/buggy_28.sol,buggy_28.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689478896.1587527,596.8200364112854,0,"{Assertion_Failure,Integer_Overflow}",{},{},{}
/root/code/small_dataset/TOD/buggy_29.sol,buggy_29.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689475106.6268497,595.0906975269318,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_3.sol,buggy_3.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689480644.327759,1.3318047523498535,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe5 in position 1999: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_30.sol,buggy_30.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689464060.3938122,2.2148690223693848,254,{},{},"{EXIT_CODE_254,Problem while deploying contract ERC777 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_31.sol,buggy_31.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689450228.6483586,1.2313215732574463,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xc3 in position 2467: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_32.sol,buggy_32.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689480386.0356421,1.939756155014038,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 125: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_33.sol,buggy_33.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689469062.0969644,392.53489661216736,254,{},{},"{EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_34.sol,buggy_34.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689465278.305946,788.6562271118164,0,"{Block_Dependency,Integer_Overflow}",{},{},{}
/root/code/small_dataset/TOD/buggy_35.sol,buggy_35.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689471630.9232025,1.3760640621185303,1,{},{},{EXIT_CODE_1},{exception (UnicodeDecodeError: 'ascii' codec can't decode byte 0xe2 in position 563: ordinal not in range(128))}
/root/code/small_dataset/TOD/buggy_36.sol,buggy_36.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689446064.8851626,876.1230223178864,0,{Assertion_Failure},{},{},{}
/root/code/small_dataset/TOD/buggy_37.sol,buggy_37.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689458025.0926077,1186.176480770111,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/TOD/buggy_38.sol,buggy_38.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689440888.790625,599.6308102607727,0,"{Assertion_Failure,Integer_Overflow}",{},{},{}
/root/code/small_dataset/TOD/buggy_39.sol,buggy_39.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689453476.6381779,1192.5963640213013,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_4.sol,buggy_4.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689446573.7722437,1194.5028343200684,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_40.sol,buggy_40.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689460868.7311122,787.0317373275757,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/TOD/buggy_41.sol,buggy_41.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689457140.560721,1.4407460689544678,254,{},{},"{EXIT_CODE_254,Problem while deploying contract AO using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_42.sol,buggy_42.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689473998.4085405,391.84553122520447,254,{},{},"{EXIT_CODE_254,Problem while deploying contract Staking using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_43.sol,buggy_43.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689453884.066239,1143.4966807365417,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_44.sol,buggy_44.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689441831.3969612,1145.0725989341736,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_45.sol,buggy_45.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689481077.8977475,1.5446794033050537,254,{},{},"{EXIT_CODE_254,Problem while deploying contract StockBet using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_46.sol,buggy_46.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689478232.8429813,1201.0218300819397,,{Assertion_Failure},{},{},{DOCKER_TIMEOUT}
/root/code/small_dataset/TOD/buggy_47.sol,buggy_47.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689468471.6088808,1.780848741531372,254,{},{},"{EXIT_CODE_254,Problem while deploying contract AcunarIEO using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_48.sol,buggy_48.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689470843.4414346,785.2048733234406,0,{Integer_Overflow},{},{},{}
/root/code/small_dataset/TOD/buggy_49.sol,buggy_49.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689468671.8339643,1192.779358625412,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_5.sol,buggy_5.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689480392.3965456,392.95767736434937,254,{},{},"{EXIT_CODE_254,Problem while deploying contract TTC using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_50.sol,buggy_50.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689464888.872592,1193.7784159183502,0,{Transaction_Order_Dependency},{},{},{}
/root/code/small_dataset/TOD/buggy_6.sol,buggy_6.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689459353.464186,1202.1895654201508,,{},{},{},{DOCKER_TIMEOUT}
/root/code/small_dataset/TOD/buggy_7.sol,buggy_7.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689472432.0159764,1195.239530324936,0,{},{},{},{}
/root/code/small_dataset/TOD/buggy_8.sol,buggy_8.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689466867.2730868,392.2856047153473,254,{},{},"{EXIT_CODE_254,Problem while deploying contract TokenERC20 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/buggy_9.sol,buggy_9.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689475369.1915205,291.97863602638245,254,{},{},"{EXIT_CODE_254,Problem while deploying contract TokenERC20 using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/TOD/eth_tx_order_dependence_minimal.sol,eth_tx_order_dependence_minimal.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689443659.901516,1192.0460312366486,0,"{Leaking_Ether,Transaction_Order_Dependency}",{},{},{}
/root/code/small_dataset/TOD/odds_and_evens.sol,odds_and_evens.sol,confuzzius,solidity,2022/12/31,20230715_1622,1689480645.6603894,1191.6682331562042,0,"{Assertion_Failure,Transaction_Order_Dependency,Unhandled_Exception}",{},{},{}
/root/code/small_dataset/tx_origin/AsseteGram.sol,AsseteGram.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689506554.5906813,784.3555996417999,0,{Leaking_Ether},{},{},{}
/root/code/small_dataset/tx_origin/BitCash.sol,BitCash.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689509278.8316133,1.3519365787506104,254,{},{},"{EXIT_CODE_254,Problem while deploying contract BitCash using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/tx_origin/CareerOnToken.sol,CareerOnToken.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689508904.3485572,1.2671637535095215,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/CareerOnToken.sol}",{}
/root/code/small_dataset/tx_origin/DocumentSinger.sol,DocumentSinger.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689505343.0351353,1.5120306015014648,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/DocumentSinger.sol}",{}
/root/code/small_dataset/tx_origin/HotDollarsToken.sol,HotDollarsToken.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689505339.6485107,1.4666340351104736,255,{},{},"{EXIT_CODE_255,No compiler output for: /sb/HotDollarsToken.sol}",{}
/root/code/small_dataset/tx_origin/MD.sol,MD.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689509003.1771362,1.3181297779083252,254,{},{},"{EXIT_CODE_254,Problem while deploying contract MD using account 0xcafebabecafebabecafebabecafebabecafebabe. Error message: b''}",{}
/root/code/small_dataset/tx_origin/ProofofExistence.sol,ProofofExistence.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689505457.3265994,1199.115254163742,0,{Assertion_Failure},{},{},{}
/root/code/small_dataset/tx_origin/TAMC.sol,TAMC.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689507868.2181683,1192.1747455596924,0,{Leaking_Ether},{},{},{}
/root/code/small_dataset/tx_origin/mycontract.sol,mycontract.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689509250.0752368,1193.9523134231567,0,{},{},{},{}
/root/code/small_dataset/tx_origin/phishable.sol,phishable.sol,confuzzius,solidity,2022/12/31,20230716_1102,1689506719.841753,1195.628340959549,0,{},{},{},{}
/root/code/small_dataset/unchecked_send/0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,0x07f7ecb66d788ab01dc93b9b71a88401de7d0f2e.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689546222.7595446,1192.0825326442719,0,{Unhandled_Exception},{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
/root/code/small_dataset/unchecked_send/0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,0x0cbe050f75bc8f8c2d6c0d249fea125fd6e1acc9.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689533408.3018823,1195.4820897579193,0,{Unhandled_Exception},{},{},{}
/root/code/small_dataset/unchecked_send/0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,0x19cf8481ea15427a98ba3cdd6d9e14690011ab10.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689550704.8524623,77.31048345565796,1,{},{},"{AttributeError exception is catched,EXIT_CODE_1}",{exception (AttributeError: 'NoneType' object has no attribute 'as_long')}
/root/code/small_dataset/unchecked_send/0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,0x2972d548497286d18e92b5fa1f8f9139e5653fd2.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689551152.1140623,1192.2240657806396,0,"{Assertion_Failure,Unhandled_Exception}",{},{},{}
/root/code/small_dataset/unchecked_send/0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,0x39cfd754c85023648bf003bea2dd498c5612abfa.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689528575.4905758,1172.017825603485,0,"{Reentrancy,Unhandled_Exception}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
/root/code/small_dataset/unchecked_send/0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,0x3a0e9acd953ffc0dd18d63603488846a6b8b2b01.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689549499.3638523,1172.5899820327759,0,"{Reentrancy,Unhandled_Exception}",{},{Validation error: Sender account balance cannot afford txn (ignoring for now)},{}
/root/code/small_dataset/unchecked_send/0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,0x3e013fc32a54c4c5b6991ba539dcd0ec4355c859.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689591405.1506386,1192.9348728656769,0,"{Leaking_Ether,Unhandled_Exception}",{},{},{}
/root/code/small_dataset/unchecked_send/0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,0x3f2ef511aa6e75231e4deafc7a3d2ecab3741de2.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689577212.1572976,1191.5601079463959,0,{Unhandled_Exception},{},{},{}
/root/code/small_dataset/unchecked_send/0x4051334adc52057aca763453820cb0e045076ef3.sol,0x4051334adc52057aca763453820cb0e045076ef3.sol,confuzzius,solidity,2022/12/31,20230716_1530,1689567296.2498329,1192.5085973739624,0,{Unhandled_Exception},{},{},{}
